Nº;N.I.F.;Nombre o razón social;NIMA;Dirección;Municipio;Provincia;Teléfonos;e-mail;Número autorización;Tipo de instalación/centro;Código de actividad;Descripción de actividad;Código de operación de tratamiento;Descripción de operación de tratamiento;Código de proceso de tratamiento;Descripción de proceso de tratamiento;Tipo de proceso;Tipo de residuo;Código LER;Descripción código LER;Código LER extendido;Descripción código LER extendido
1591.0;P4004400J;AYUNTAMIENTO DE CANTALEJO O.ADM.;4000000986;POL. 4, PARC, 16. CTRA. SEGOVIA-ARANDA DE DUERO, KM 53 CAMINO DE NAVATARIEGO, 40320;Cantalejo;Segovia;630102248;;07G05194000000986;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37. (Madera y recortes de madera no tratados, libres de sustancias peligrosas.);;
1596.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;02 01 03;Residuos de tejidos de vegetales. (Nota 1: con carácter excepcional y transitorio hasta que exista un vertedero autorizado de residuos industriales que de servicio a las provincias de Burgos y Soria.);;
1602.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;02 06 01;Materiales inadecuados para el consumo o la elaboración. (Nota 1);;
1604.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;02 07 01;Residuos de lavado, limpieza y reducción mecánica de materias primas. (Nota 1);;
1605.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;02 07 04;Materiales inadecuados para el consumo o la elaboración. (Nota 1);;
1607.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;03 03 07;Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón. (Nota 1);;
1609.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;04 01 02;Residuos de encalado. (Nota 1);;
1610.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;04 01 06;Lodos, en particular los procedentes del tratamiento in situ de efluentes, que contienen cromo. (Nota 1);;
1612.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;04 02 09;Residuos de materiales compuestos (tejidos impregnados, elastómeros, plastómeros). (Nota 1);;
1623.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;08 03 13;Residuos de tintas distintos de los especificados en el código 08 03 12. (Nota 1);;
1624.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;08 03 18;Residuos de tóner de impresión distintos de los especificados en el código 08 03 17. (Nota 1);;
1631.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;10 12 01;Residuos de la preparación de mezclas antes del proceso de cocción. (Nota 1);;
1633.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;10 12 08;Residuos de cerámica, ladrillos, tejas y materiales de construcción (después del proceso de cocción). (Nota 1);;
1634.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;12 01 17;Residuos de granallado o chorreado distintos de los especificados en el código 12 01 16. (Nota 1);;
1635.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;15 01 01;Envases de papel y cartón. (Nota 1);;
1636.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;15 01 02;Envases de plástico. (Nota 1);;
1639.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;15 01 05;Envases compuestos. (Nota 1);;
1640.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;15 01 06;Envases mezclados. (Nota 1);;
1644.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;16 01 17;Metales férreos. (Nota 1);;
1646.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;16 01 19;Plástico. (Nota 1);;
1648.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;16 01 22;Componentes no especificados en otra categoría. (Nota 1);;
1649.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;16 11 06;Revestimientos y refractarios procedentes de procesos no metalúrgicos, distintos de los especificados en el código 16 11 05. (Nota 1);;
1650.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 01 18;Residuos de pirólisis distintos de los especificados en el código 19 01 17. (Nota 1);;
1652.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 03 05;Residuos estabilizados distintos de los especificados en el código 19 03 04. (Nota 1);;
1655.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 05 01;Fracción no compostada de residuos municipales y asimilados. (Únicamente procedente del rechazo de CTR de Castilla y León y, excepcionalmente, nota 1);;
1657.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 05 03;Compost fuera de especificación. (Únicamente procedente del rechazo de CTR de Castilla y León y, excepcionalmente, nota 1);;
1658.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 08 01;Residuos de cribado. (Nota 1);;
1661.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 08 09;Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas, que sólo contienen aceites y grasas comestibles. (Nota 1);;
1674.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;20 01 11;Tejidos. (Nota 1);;
1675.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;20 01 25;Aceites y grasas comestibles. (Nota 1);;
1679.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37. (Nota 1);;
1680.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;20 01 39;Plásticos. (Nota 1);;
1682.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;20 01 41;Residuos del deshollinado de chimeneas.;;
1688.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900000194;"PARC. 5010, 5007 y 902; PARAJE LOS VALLES, 09141";Abajas;Burgos;983362888;ana.alvarez@somacyl.es;07G04020900000194;"Vertedero de residuos domésticos;Vertedero de residuos no peligrosos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;20 03 07;Residuos voluminosos (Nota 1);;
1690.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900002018;CTRA. SALAS DE, KM 1, 09340;Lerma;Burgos;;;07G05160900002018;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 01;Papel y cartón. (Bobinas de papel de oficina, papel, cartón, periódicos, papel de oficina, toallas de papel usadas, revistas, etc.);;
1692.0;P0900748E;CONSORCIO PARA LA GESTIÓN MEDIOAMBIENTAL Y DEL S. DE TTO. DE RESIDUOS SÓLIDOS DE LA PROV. DE BURGOS O.ADM.;0900002018;CTRA. SALAS DE, KM 1, 09340;Lerma;Burgos;;;07G05160900002018;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 25;Aceites y grasas comestibles. (Aceites y grasas de cocina);;
