NUM_REG,NOMBRE_COMERCIAL,TELEFONO,CALLE,LOCALIDAD,MUNICIPIO,CODIGO_POSTAL,NUMERO,PROVINCIA
09-E1-00058,FRANCO TORRES  MARIA DEL CARMEN,947372271,PLAZA CID                                               ,MELGAR DE FERNAMENTAL,MELGAR DE FERNAMENTAL,09100,3,BURGOS
09-E1-00060,RUIZ MAMBRILLA  JOSEFINA MARIA,947161352,CALLE ARCO (EL)                                         ,PAMPLIEGA,PAMPLIEGA,09220,13,BURGOS
09-E1-00061,MARTIN ACINAS  ENRIQUE JONAS,947221507,PLAZA FRANCISCO SARMIENTO                               ,BURGOS,BURGOS,09005,8,BURGOS
09-E1-00062,ACOSTA DEL RIVERO  ANA,947370071,CALLE HUMILLADERO                                       ,SASAMON,SASAMON,09123,6,BURGOS
09-E1-00063,RUIZ PEREZ  MARIA TERESA,947170987,CALLE MAYOR                                             ,LERMA,LERMA,09340,2,BURGOS
09-E1-00064,GONZALEZ GARCIA  MARIA MANUELA,947220925,CALLE ARZOBISPO DE CASTRO                               ,BURGOS,BURGOS,09007,1,BURGOS
09-E1-00065,SAIZ MARTINEZ-ACITORES  TERESA,,CALLE VITORIA                                           ,BURGOS,BURGOS,,47,BURGOS
09-E1-00066,YENES VARELA  ALEJANDRO,947171288,CALLE PONIENTE                                          ,VILLALMANZO,VILLALMANZO,09390,9,BURGOS
09-E1-00067,ARROYO DOMINGO  PALOMA LUISA,,CALLE FEDERICO OLMEDA                                   ,BURGOS,BURGOS,09006,21,BURGOS
09-E1-00069,DOMINGO BROTONS  MARI LUZ,947205178,CALLE BARRIO GIMENO                                     ,BURGOS,BURGOS,09001,30,BURGOS
09-E1-00070,CANALES CUESTA  JOSE MARIA,947406574,GTA   RODRIGUEZ VALCARCEL                               ,COVARRUBIAS,COVARRUBIAS,09346,10,BURGOS
09-E1-00071,CAÑAS ASANZA  MARINA,947226455,AVDA  REYES CATOLICOS                                   ,BURGOS,BURGOS,09006,20,BURGOS
09-E1-00072,UBIERNA MORADILLO  SHEILA,947189078,CALLE MAYOR                                             ,VILLAMAYOR DE LOS MONTES,VILLAMAYOR DE LOS MONTES,09339,34,BURGOS
09-E1-00073,MARTINEZ ZALDO  CRISTINA,,CALLE GLORIA FUERTES  ,BURGOS,BURGOS,,1,BURGOS
09-E1-00075,SAIZ DIAZ  JIMENA,947174266,CALLE ANTONIO SANCHEZ                                   ,SANTA MARIA DEL CAMPO,SANTA MARIA DEL CAMPO,09342,S/N,BURGOS
09-E1-00076,PEREZ CHOMON  RAMON,947264733,CALLE AVDA. DEL ARLANZON,BURGOS,BURGOS,09004,15,BURGOS
09-E1-00077,CORNEJO MARROQUIN  MARIA CONCEPCION INMACULADA,947204585,CALLE SAN PEDRO Y SAN FELICES                           ,BURGOS,BURGOS,09001,14,BURGOS
09-E1-00078,MOZO GUTIERREZ  MARGARITA,947551098,CALLE SAN ROQUE                                         ,TORRESANDINO,TORRESANDINO,09310,3,BURGOS
09-E1-00079,DE LA ROSA PEREZ  CECILIA,947551761,CALLE CALVO SOTELO                                      ,TORTOLES DE ESGUEVA,TORTOLES DE ESGUEVA,09312,69,BURGOS
09-E1-00080,SAEZ CORNEJO  ALFONSO,947220627,AVDA  CANTABRIA                                         ,BURGOS,BURGOS,09006,61,BURGOS
09-E1-00082,PRIOR DE CASTRO  CONCEPCION,947320006,CALLE ARENAL                                            ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,79,BURGOS
09-E1-00083,GUTIERREZ MARTI  ANA / GUTIERREZ MARTI  ANA,947207856,CALLE VILLALON                                          ,BURGOS,BURGOS,09003,9,BURGOS
09-E1-00084,VEGA PEREZ  BLADIMIR HECTOR,,AVDA  AVENIDA DE LOS DERECHOS HUMANOS,BURGOS,BURGOS,09007,33,BURGOS
09-E1-00086,RICA AYUSO  JESUS / RICA AYUSO  JOSE LUIS,947274820,AVDA  REYES CATOLICOS                                   ,BURGOS,BURGOS,09006,10,BURGOS
09-E1-00087,COMBARRO RODRIGUEZ  MARIA NATIVIDAD,947201289,CALLE SAN JUAN                                          ,BURGOS,BURGOS,09004,25,BURGOS
09-E1-00088,DE CASTRO DEL POZO  MARIA ROSARIO,947225096,CALLE VICENTE ALEIXANDRE                                ,BURGOS,BURGOS,09006,9,BURGOS
09-E1-00089,GARCIA DE DUEÑAS GELI  CARLOS / GARCIA DE DUEÑAS GELI  LUCIA,947470388,CALLE PEDRO ALFARO                                      ,BURGOS,BURGOS,09007,9,BURGOS
09-E1-00090,LLARENA PEÑA  RODRIGO,947229578,CALLE SAN FRANCISCO                                     ,BURGOS,BURGOS,09005,30,BURGOS
09-E1-00091,GONZALEZ HORTIGUELA  ANA,947214510,AVDA  VENA                                              ,BURGOS,BURGOS,09005,6,BURGOS
09-E1-00092,CACERES SAÑUDO  BEATRIZ,947208505,PASEO ISLA                                              ,BURGOS,BURGOS,09003,10,BURGOS
09-E1-00093,RUIZ BARREDO  BEGOÑA,947321151,CALLE ALMIRANTE BONIFAZ                                 ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,29,BURGOS
09-E1-00094,MARTINEZ DE SIMON ALAMEDA  CARMEN / MARTINEZ DE SIMON ALAMEDA  MARIA,947276843,PASEO REGINO SAINZ DE LA MAZA                           ,BURGOS,BURGOS,09004,12,BURGOS
09-E1-00095,DIEZ SALA  SUSANA,947250488,CALLE SAN ZADORNIL                                      ,BURGOS,BURGOS,09003,8,BURGOS
09-E1-00096,AGUILAR SANTAMARIA  JESUS,947269266,CALLE PROGRESO                                          ,BURGOS,BURGOS,09002,32,BURGOS
09-E1-00097,HERNANDO RUBIO  MONICA,947310336,CALLE REAL ALLENDE                                      ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,7,BURGOS
09-E1-00098,SANCHEZ FALO  MARIA CARMEN,947214715,CALLE BARCELONA                                         ,BURGOS,BURGOS,09007,S/N,BURGOS
09-E1-00099,YARRITU MARTINEZ  LUCIA,947310376,CALLE CONCEPCION ARENAL                                 ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,36,BURGOS
09-E1-00100,MEDRANO RUIZ  MARGARITA,947274152,CALLE SORBONA,BURGOS,BURGOS,09003,1,BURGOS
09-E1-00101,PEREZ FERNANDEZ  ALICIA,947226854,AVDA  CID CAMPEADOR                                     ,BURGOS,BURGOS,09006,89,BURGOS
09-E1-00102,GUTIERREZ ORDAZ  BEGOÑA,947310184,CALLE ESTACION                                          ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,5,BURGOS
09-E1-00103,ALVARO REYZABAL  ELSA,947500039,CALLE PISUERGA                                          ,ARANDA DE DUERO,ARANDA DE DUERO,09400,3,BURGOS
09-E1-00104,LOSA VILLANUEVA  MARIA JOSE,947310328,CALLE VITORIA                                           ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,23,BURGOS
09-E1-00105,GARCIA CHINCHETRU  MARIA LUISA,947222131,CALLE VITORIA                                           ,BURGOS,BURGOS,09007,198,BURGOS
09-E1-00106,SANJURJO MARTINEZ  MARIA CRISTINA,947332680,CALLE RONDA DEL FERROCARRIL                             ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,21,BURGOS
09-E1-00107,VEGA ACEBAL  MARIA ANTONIA,947354034,CALLE REAL                                              ,PANCORBO,PANCORBO,09280,64,BURGOS
09-E1-00108,IPARRAGUIRRE MARTINEZ  CECILIA,947190802,CALLE JUAN DE MEDINA                                    ,MEDINA DE POMAR,MEDINA DE POMAR,09500,7,BURGOS
09-E1-00109,DE LA CRUZ MARTINEZ  MARIA VICTORIA,,AVDA  DE LA PAZ                                         ,BURGOS,BURGOS,,22,BURGOS
09-E1-00110,URBANO JIMENEZ  MARIA TERESA,947271958,CALLE CALZADAS                                          ,BURGOS,BURGOS,09004,5,BURGOS
09-E1-00111,SALAZAR LAVILLA  LEIRE,945360063,CALLE CARRETERA DE MIRANDA DE EBRO,TREVIÑO,CONDADO DE TREVIÑO,09215,0,BURGOS
09-E1-00112,PERAITA PERAITA  MARIA CONCEPCION,947222577,PLAZA SAN BRUNO                                         ,BURGOS,BURGOS,09007,12,BURGOS
09-E1-00113,GONZALEZ DIEZ  JOSE ELOY,947270805,CALLE CALZADAS                                          ,BURGOS,BURGOS,09004,30,BURGOS
09-E1-00114,SANCHEZ ALONSO  JOSE JUAN / SANCHEZ MARTIN  LUCIA,947214302,AVDA  ELADIO PERLADO                                    ,BURGOS,BURGOS,09007,16,BURGOS
09-E1-00115,GRANDES HAZAS  SUSANA,945373136,CALLE SAN JUAN                                          ,PUEBLA DE ARGANZON (LA),PUEBLA DE ARGANZON  LA,09294,36,BURGOS
09-E1-00116,ALDANA RUIZ  NEMESIO,947273665,CALLE ROSA LIMA MANZANO,BURGOS,BURGOS,09003,7,BURGOS
09-E1-00117,SICILIA ESPUNY  BLANCA,947483202,CTRA  POZA                                              ,BURGOS,BURGOS,09007,101,BURGOS
09-E1-00118,CARAZO ORTEGA  JOSE CARLOS,947266028,CALLE SAN PABLO                                         ,BURGOS,BURGOS,09002,37,BURGOS
09-E1-00119,HERRERO BENITO  ANA,947540808,PLAZA MAYOR DE SANTA MARIA                              ,ROA,ROA,09300,5,BURGOS
09-E1-00120,OJEDA SAN MIGUEL  JOSE MIGUEL,947310498,CALLE CIUDAD VIERZON                                    ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,36,BURGOS
09-E1-00121,GARCIA PUELLES  MARIA,947310694,CALLE CONCEPCION ARENAL                                 ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,3,BURGOS
09-E1-00122,NIÑO RODRIGUEZ  ESTHER EULALIA,947240159,CALLE JUAN DE PADILLA                                   ,BURGOS,BURGOS,09006,19,BURGOS
09-E1-00123,PEREZ PUENTE  MERCEDES,947220730,CALLE VILLARCAYO                                        ,BURGOS,BURGOS,09005,8,BURGOS
09-E1-00125,LAZARO HERRERA  CRISTINA,947530780,CALLE DIONISIO CAMARERO                                 ,MORADILLO DE ROA,MORADILLO DE ROA,09462,28,BURGOS
09-E1-00126,GARCIA VIVANCO  CARLOS,947292603,CALLE VILLARMERO,QUINTANADUEÑAS,ALFOZ DE QUINTANADUEÑAS,09197,4,BURGOS
09-E1-00127,LABRADOR MAROTO  TERESA,947265681,CALLE ANDRES MARTINEZ ZATORRE                           ,BURGOS,BURGOS,09002,1,BURGOS
09-E1-00128,DEL CURA SOTO  MARIA ELENA,947512666,AVDA  LUIS MATEOS                                       ,ARANDA DE DUERO,ARANDA DE DUERO,09400,1,BURGOS
09-E1-00129,ABASCAL DIAGO  TOMAS DAVID,947216422,CALLE SAN FRANCISCO                                     ,BURGOS,BURGOS,09005,31,BURGOS
09-E1-00130,ARCOS IBARRA  DIEGO / ARCOS IBARRA  MARIA,947265966,CALLE SAN PEDRO Y SAN FELICES                           ,BURGOS,BURGOS,09001,45,BURGOS
09-E1-00131,CORTES PEÑA  YOHANA,947532677,CALLE IGLESIA                                           ,FUENTECEN,FUENTECEN,09315,S/N,BURGOS
09-E1-00132,MARTINEZ GOMEZ  MARIA EUGENIA,947186038,AVDA  GENERALISIMO                                      ,TORDOMAR,TORDOMAR,09341,32,BURGOS
09-E1-00133,MARTIN DE VALMASEDA GUIJARRO  ESTHER,947542163,CALLE SAN PEDRO,HORRA (LA),HORRA  LA,09311,32,BURGOS
09-E1-00134,GONZALEZ LAFONT  ANA MARIA VICTORIA,947510504,CALLE BURGO DE OSMA                                     ,ARANDA DE DUERO,ARANDA DE DUERO,09400,27,BURGOS
09-E1-00135,CALDERON CALDERON  MARIA DEL CARMEN,947530007,CALLE ERAS,PEDROSA DE DUERO,PEDROSA DE DUERO,09314,8,BURGOS
09-E1-00136,ONTIYUELO PARADA  MARIA MERCEDES,947292307,CALLE IGLESIA,QUINTANILLA-VIVAR O QUINTANILLA MOROCISL,QUINTANILLA VIVAR,09140,4,BURGOS
09-E1-00137,ABAD MAMBRILLA  SUSANA,,CALLE RONDA SOPARRAL                                    ,OLMEDILLO DE ROA,OLMEDILLO DE ROA,09311,43,BURGOS
09-E1-00138,IÑIGO ULLOA  MARIA DEL ROSARIO,947390014,PLAZA MAYOR                                             ,SANTO DOMINGO DE SILOS,SANTO DOMINGO DE SILOS,09610,1,BURGOS
09-E1-00139,ESTEBAN BARTOLOME  JOAQUIN LUIS,947380009,CALLE Avda. Estacion,SALAS DE LOS INFANTES,SALAS DE LOS INFANTES,09600,6,BURGOS
09-E1-00141,HERNANDEZ FRANCES FERNANDEZ DE LA PUENTE  JOSE IGNACIO,,LUGAR BARBADILLO DEL PEZ                                ,BARBADILLO DEL PEZ,BARBADILLO DEL PEZ,,0,BURGOS
09-E1-00142,BARBERO ONTAÑON  FELISA CARMEN,947384011,CALLE SANTO DOMINGO                                     ,BARBADILLO DEL MERCADO,BARBADILLO DEL MERCADO,09613,S/N,BURGOS
09-E1-00143,ASENJO MARTIN  ENCARNACION,947394450,CALLE FUENTE                                            ,REGUMIEL DE LA SIERRA,REGUMIEL DE LA SIERRA,09693,7,BURGOS
09-E1-00144,SANCHEZ HERNANDEZ  MARIA YOLANDA,947386196,CALLE SAN ROQUE,HONTORIA DEL PINAR,HONTORIA DEL PINAR,09660,9,BURGOS
09-E1-00145,ROL GOMEZ  CARLOS,947388026,CALLE RODRIGUEZ DE VALCARCEL                            ,HUERTA DE REY,HUERTA DE REY,09430,4,BURGOS
09-E1-00146,PUERTA CAÑAS  MARIA REYES,947395039,CALLE ERNESTO SANZ Y SANZ                               ,QUINTANAR DE LA SIERRA,QUINTANAR DE LA SIERRA,09670,6,BURGOS
09-E1-00147,BENITO FERNANDEZ  MARIA ANGELES,,CALLE FRONTON                                           ,VILVIESTRE DEL PINAR,VILVIESTRE DEL PINAR,09690,9,BURGOS
09-E1-00148,TIELVE DIEZ  LETICIA,947393002,CALLE CAMINO DE LA FUENTE,PALACIOS DE LA SIERRA,PALACIOS DE LA SIERRA,09680,2,BURGOS
09-E1-00149,MARTINEZ IRIARTE  IGNACIO,947150077,CALLE BURGOS                                            ,SEDANO,VALLE DE SEDANO,09142,70,BURGOS
09-E1-00150,VILLEGAS ALVAREZ  CRISTINA,942773002,PASEO DE LA PLAYA                                       ,ARIJA,ARIJA,09570,6,BURGOS
09-E1-00151,ROM VALLVERDU  JUAN LUIS,947153153,AVDA  ALEJANDRO RODRIGUEZ DE VALCARCEL                  ,SONCILLO,VALLE DE VALDEBEZANA,,22,BURGOS
09-E1-00152,BERTOLIN MORON  CARLOS,947360255,CALLE MAYOR                                             ,VILLADIEGO,VILLADIEGO,09120,8,BURGOS
09-E1-00154,GATO VIZAN  ANGEL JAVIER,947360407,PLAZA MAYOR                                             ,SOTRESGUDO,SOTRESGUDO,09135,2,BURGOS
09-E1-00155,FARMACIA LCDO. CASTRO CAMPOS  MANUEL A.,,CALLE REAL                                              ,QUINTANAS DE VALDELUCIO,VALLE DE VALDELUCIO,09127,0,BURGOS
09-E1-00156,PEÑA LORENZO  JOSE IGNACIO / PEÑA LORENZO  DOLORES NATIVIDAD / PEÑA LORENZO  IVAN,947131242,PLAZA MAYOR                                             ,VILLARCAYO,VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA,09550,8,BURGOS
09-E1-00157,ARIAS COBOS  VIRGINIA,947120398,CALLE PROGRESO                                          ,ESPINOSA DE LOS MONTEROS,ESPINOSA DE LOS MONTEROS,09560,8,BURGOS
09-E1-00158,BOTE ALVAREZ  NATALIA,947194162,CALLE CALLE CARRASQUEDO,QUINCOCES DE YUSO,VALLE DE LOSA,09510,8,BURGOS
09-E1-00159,FERNANDEZ ROZAS  NURIA,947192002,AVDA  BURGOS                                            ,MEDINA DE POMAR,MEDINA DE POMAR,09500,2,BURGOS
09-E1-00160,SANCHO ROMO  LARA,947412151,PLAZA ESPAÑA                                            ,SAN MAMES DE BURGOS,SAN MAMES DE BURGOS,09230,4,BURGOS
09-E1-00161,DELGADO SAINZ  BEATRIZ,947460300,CALLE BRASIL                                            ,BURGOS,BURGOS,09001,19,BURGOS
09-E1-00162,JORDAN VALDIZAN  JUDITH,947294270,CALLE POZO (EL)                                         ,VILLAGONZALO PEDERNALES,VILLAGONZALO PEDERNALES,09195,59,BURGOS
09-E1-00163,SANZ HERNAN  MARIA AMPARO,947513013,CALLE SAN FRANCISCO                                     ,ARANDA DE DUERO,ARANDA DE DUERO,09400,31,BURGOS
09-E1-00164,SAEZ CHACON  FERNANDO,947191905,PLAZA PUENTE VILLANUEVA,MEDINA DE POMAR,MEDINA DE POMAR,09500,3,BURGOS
09-E1-00165,FARMACIA LCDO. CASTILLEJO BARRON  LOURDES,947244379,CALLE CONDESA MENCIA                                    ,BURGOS,BURGOS,09006,159,BURGOS
09-E1-00166,GONZALEZ LOPEZ  ANA ELISA,947205836,CALLE EUROPA                                            ,BURGOS,BURGOS,09001,2,BURGOS
09-E1-00167,ANTOLIN ABAD  MARIA ANTONIA,947336206,CALLE CONDADO DE TREVIÑO                                ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,36,BURGOS
09-E1-00168,BLANCO TERREROS  FERNANDO,,CALLE PIZARRO                                           ,ARANDA DE DUERO,ARANDA DE DUERO,09400,6,BURGOS
09-E1-00169,GUEMES RUIZ  CARLOS,947482857,CALLE ESTEBAN SAEZ ALVARADO                             ,BURGOS,BURGOS,09007,14,BURGOS
09-E1-00170,TORRECILLA SAN MILLAN  SANDRA,,CALLE RONDA DEL FERROCARRIL                             ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,45,BURGOS
09-E1-00171,LOPEZ GONZALEZ  DIANA,,AVDA  ELADIO PERLADO                                    ,BURGOS,BURGOS,09007,66,BURGOS
09-E1-00172,TORRIJO BAQUEDANO  RAMIRO,,CALLE ARANDA DE DUERO                                   ,BURGOS,BURGOS,09002,6,BURGOS
09-E1-00173,PRIOR DE CASTRO  TERESA,,CALLE ESTACION                                          ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,32,BURGOS
09-E1-00174,IBAÑEZ SIMON  MARIA TERESA,947480395,BARDA INMACULADA BLOQUE H                               ,BURGOS,BURGOS,09007,1,BURGOS
09-E1-00175,TOMAS GARCIA  ANA,947470945,CALLE FEDERICO GARCIA LORCA                             ,BURGOS,BURGOS,09007,17,BURGOS
09-E1-00176,GARCIA ECHEVESTE  MARIA ISABEL,947228505,AVDA  CID CAMPEADOR                                     ,BURGOS,BURGOS,09005,20,BURGOS
09-E1-00177,LOSA VILLANUEVA  RAUL,947333458,CALLE ALFONSO VI                                        ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,23,BURGOS
09-E1-00178,DE SANTIAGO HERRERO  IGNACIO,947501129,PLAZA OBISPO ACOSTA                                     ,ARANDA DE DUERO,ARANDA DE DUERO,09400,4,BURGOS
09-E1-00179,GONZALEZ SANZ  RAQUEL,947224755,AVDA  CID CAMPEADOR                                     ,BURGOS,BURGOS,09005,85,BURGOS
09-E1-00180,MORAL ORTIZ  RODRIGO,947260121,CALLE CALLEJA Y ZURITA                                  ,BURGOS,BURGOS,09001,6,BURGOS
09-E1-00181,CARCEDO DE ROMAN  MARIA JESUS,947222627,BARDA JUAN XXIII                                        ,BURGOS,BURGOS,09007,1,BURGOS
09-E1-00182,BRIME BERDUGO  INES,947501237,CALLE CASTILLA,ARANDA DE DUERO,ARANDA DE DUERO,,58,BURGOS
09-E1-00183,PEÑA VALBUENA  MERCEDES,947311144,CALLE RAMON Y CAJAL                                     ,MIRANDA DE EBRO,MIRANDA DE EBRO,09200,11,BURGOS
09-E1-00184,SICILIA SANZ  MARIA JOSE,947224713,CALLE VITORIA                                           ,BURGOS,BURGOS,09007,141,BURGOS
09-E1-00187,CRESPO ALVAREZ  MARIA JESUS,947221224,CALLE SAN JUAN DE ORTEGA                                ,BURGOS,BURGOS,09007,6,BURGOS
09-E1-00188,PEREZ SANTOS  ANA MARIA,947205216,CALLE JUAN DE GARAY                                     ,BURGOS,BURGOS,09002,2,BURGOS
09-E1-00189,SANTIUSTE LOPEZ  ANA / SANTIUSTE LOPEZ  VANESA,,CALLE LUIS ALBERDI                                      ,BURGOS,BURGOS,,15,BURGOS
09-E1-00190,SANTOS FRAILE  MARIA LUISA,,CALLE AMISTAD                                           ,VILLASANA DE MENA,VALLE DE MENA,,2,BURGOS
09-E1-00191,GARCIA MARCOS  MARIA PIEDAD,,CALLE CONDESA MENCIA                                    ,BURGOS,BURGOS,09006,139,BURGOS
09-E1-00192,DIEZ IÑIGUEZ  MARIA BELEN,,CALLE EL TINTE                                          ,ROA,ROA,09300,26,BURGOS
09-E1-00193,GOMEZ SAIZ  CARLOS,,CALLE FERIAL,ARANDA DE DUERO,ARANDA DE DUERO,,18,BURGOS
09-E1-00194,DE SANTIAGO ARTECHE  REYES,,AVDA  CANTABRIA                                         ,BURGOS,BURGOS,09006,31,BURGOS
09-E1-00195,GARCIA HERNANDO  ANA MARIA,,AVDA  CASTILLA                                          ,ARANDA DE DUERO,ARANDA DE DUERO,09400,57,BURGOS
09-E1-00196,CID GONZALEZ  MARIA TERESA,,CALLE CALLE FRANCISCO ENCINAS ,BURGOS,BURGOS,09001,7,BURGOS
09-E1-00197,SAGREDO CUARTANGO  MARIA ROSA,,CALLE MAYOR                                             ,BRIVIESCA,BRIVIESCA,09240,60,BURGOS
09-E1-00198,GOMEZ HERNANDEZ  BEATRIZ,,CTRA  VALLADOLID                                        ,ESTEPAR,ESTEPAR,,6,BURGOS
09-E1-00199,BASTERRECHEA ORTOLACHIPI  ENRIQUE,,CALLE HERMANAS MIRABAL                                  ,BURGOS,BURGOS,09007,56,BURGOS
09-E1-00200,PARA BARTOLOME  SONIA,,CTRA  POZA                                              ,BURGOS,BURGOS,09007,75,BURGOS
09-E1-00201,GONZALEZ MARTINEZ  BLANCA,,CALLE ESTEBAN SAEZ ALVARADO                             ,BURGOS,BURGOS,09007,32,BURGOS
09-E1-00202,CASTRO CAMPOS  MANUEL ANTONIO,,CALLE MADRE TERESA DE CALCUTA                           ,BURGOS,BURGOS,09007,3,BURGOS
09-E1-00203,BELLIDO ARMENTEROS  MARIA PAZ,,CALLE C/ PASEO LA SERNA,BURGOS,BURGOS,,3,BURGOS
09-E1-00204,ORIVE SADORNIL  TERESA DE JESUS,,CALLE CARMEN SALLES                                     ,BURGOS,BURGOS,09006,S/N,BURGOS
09-E1-00205,ARRANZ GUTIERREZ  MARIA RAQUEL,,CALLE NUESTRA SEÑORA DE FATIMA                          ,BURGOS,BURGOS,09007,18,BURGOS
09-E1-00206,PEREZ SANTOS  RAFAELA,,CALLE AVDA. DE BURGOS,MEDINA DE POMAR,MEDINA DE POMAR,,15,BURGOS
09-E1-00207,MARIA GARCIA  AURELIANA,,CALLE CALLE EL FRONTON,NOFUENTES,MERINDAD DE CUESTA-URRIA,,6,BURGOS
09-E1-00208,ROMERO SEIJAS  CESAR,947413525,CALLE Plaza Avelino Antolin Toledano,BURGOS,BURGOS,,13,BURGOS
09-E1-00209,VIYUELA DE LA CAL  MARIA DOLORES,947110251,CALLE Calle Pozanos,BURGOS,BURGOS,09006,23,BURGOS
09-E1-00210,MORAL TAJADURA  MARIA COVADONGA,,CALLE CALLE LOUDUM  ESQUINA CALLE ,BURGOS,BURGOS,09006,S/N,BURGOS
09-E1-00211,PEREZ FERNANDEZ  MARIA BEGOÑA,947244379,CALLE Calle Condesa Mencia,BURGOS,BURGOS,09006,159,BURGOS
